"id"	"knockdown_method"	"target"	"cell"	"cell_type"	"platform"	"rep"	"sign"	"target_expr"	"pct_ko"	"pct_ko_threshold"
"GSM1848883"	"Control"	"NAN"	"BT549"	"Jun-no-TNF"	"GPL9052"	"c1"	1	NA	NA	"No"
"GSM1848884"	"Control"	"NAN"	"BT549"	"Input"	"GPL9052"	"c1"	1	NA	NA	"No"
"GSM1848885"	"Control"	"NAN"	"BT549"	"Jun-TNF"	"GPL9052"	"c1"	1	NA	NA	"No"
"GSM1520232"	"Control"	"NAN"	"ALLSIL"	"ALLSIL-scrambled-siRNA-24h-1"	"GPL19197"	"c1"	1	NA	NA	"No"
"GSM1520233"	"siRNA"	"ETS1"	"ALLSIL"	"ALLSIL-ETS1-siRNA1-24h-1"	"GPL19197"	"k1"	-1	-0.234812278198934	1.31681812020106	"Yes"
"GSM1520234"	"siRNA"	"ETS1"	"ALLSIL"	"ALLSIL-ETS1-siRNA2-24h-1"	"GPL19197"	"k1"	-1	0	1.31681812020106	"Yes"
"GSM1520235"	"Control"	"NAN"	"ALLSIL"	"ALLSIL-scrambled-siRNA-24h-2"	"GPL19197"	"c2"	1	NA	NA	"No"
"GSM1520236"	"siRNA"	"ETS1"	"ALLSIL"	"ALLSIL-ETS1-siRNA1-24h-2"	"GPL19197"	"k2"	-1	0.00704500941024936	1.31681812020106	"Yes"
"GSM1520237"	"siRNA"	"ETS1"	"ALLSIL"	"ALLSIL-ETS1-siRNA2-24h-2"	"GPL19197"	"k2"	-1	-0.265516386846892	1.31681812020106	"Yes"
"GSM1520238"	"Control"	"NAN"	"ALLSIL"	"ALLSIL-scrambled-siRNA-24h-3"	"GPL19197"	"c3"	1	NA	NA	"No"
"GSM1520239"	"siRNA"	"ETS1"	"ALLSIL"	"ALLSIL-ETS1-siRNA1-24h-3"	"GPL19197"	"k3"	-1	-0.22335684221303	1.31681812020106	"Yes"
"GSM1520240"	"siRNA"	"ETS1"	"ALLSIL"	"ALLSIL-ETS1-siRNA2-24h-3"	"GPL19197"	"k3"	-1	-0.341669561024057	1.31681812020106	"Yes"
"GSM1931614"	"Control"	"NAN"	"KYSE150"	"KYSE150-scramble-control-rep1"	"GPL17586"	"c1"	1	NA	NA	"No"
"GSM1931615"	"shRNA"	"EP300"	"KYSE150"	"KYSE150-knockdown-EP300-rep1"	"GPL17586"	"k1"	-1	0	1	"Yes"
"GSM112317"	"Control"	"NAN"	"HaCaT-RG"	"HaCaT-RG-cells-transfected-with-control-vector-1"	"GPL96"	"c1"	1	NA	NA	"No"
"GSM112318"	"siRNA"	"TP63"	"HaCaT-RG"	"HaCaT-RG-cells-transfected-with-p63-siRNA-1"	"GPL96"	"k1"	-1	-1	1.999800039992	"Yes"
"GSM112319"	"Control"	"NAN"	"HaCaT-RG"	"HaCaT-RG-cells-transfected-with-control-vector-2"	"GPL97"	"c2"	1	NA	NA	"No"
"GSM112320"	"siRNA"	"TP63"	"HaCaT-RG"	"HaCaT-RG-cells-transfected-with-p63-siRNA-2"	"GPL97"	"k2"	-1	0	1.999800039992	"Yes"
"GSM112321"	"Control"	"NAN"	"SCC-1"	"SCC-1-cells-transfected-with-control-vector-1"	"GPL96"	"c1"	1	NA	NA	"No"
"GSM112322"	"siRNA"	"TP63"	"SCC-1"	"SCC-1-cells-transfected-with-p63-siRNA-1"	"GPL96"	"k1"	-1	-1	1.999800039992	"Yes"
"GSM112323"	"Control"	"NAN"	"SCC-1"	"SCC-1-cells-transfected-with-control-vector-2"	"GPL97"	"c2"	1	NA	NA	"No"
"GSM112324"	"siRNA"	"TP63"	"SCC-1"	"SCC-1-cells-transfected-with-p63-siRNA-2"	"GPL97"	"k2"	-1	0	1.999800039992	"Yes"
"GSM112325"	"Control"	"NAN"	"HaCaT"	"HaCaT-cells-transfected-with-control-vector"	"GPL570"	"c1"	1	NA	NA	"No"
"GSM112326"	"siRNA"	"TP63"	"HaCaT"	"HaCaT-cells-transfected-with-p63-siRNA"	"GPL570"	"k1"	-1	-1	1.999900009999	"Yes"
"GSM112327"	"Control"	"NAN"	"SCC-012"	"SCC-012-cells-transfected-with-control-vector"	"GPL570"	"c1"	1	NA	NA	"No"
"GSM112328"	"siRNA"	"TP63"	"SCC-012"	"SCC-012-cells-transfected-with-p63-siRNA"	"GPL570"	"k1"	-1	-1	1.999900009999	"Yes"
"GSM112329"	"Control"	"NAN"	"SCC-6"	"SCC-6-cells-transfected-with-control-vector"	"GPL570"	"c1"	1	NA	NA	"No"
"GSM112330"	"siRNA"	"TP63"	"SCC-6"	"SCC-6-cells-transfected-with-p63-siRNA"	"GPL570"	"k1"	-1	-1	1.999900009999	"Yes"
"GSM1501954"	"Control"	"NAN"	"K562"	"SCRB-1"	"GPL6244"	"c1"	1	NA	NA	"No"
"GSM1501955"	"Control"	"NAN"	"K562"	"SCRB-2"	"GPL6244"	"c2"	1	NA	NA	"No"
"GSM1501956"	"Control"	"NAN"	"K562"	"SCRB-3"	"GPL6244"	"c3"	1	NA	NA	"No"
"GSM1501957"	"shRNA"	"STAT5A"	"K562"	"SHSTAT5-1"	"GPL6244"	"k1"	-1	-0.600968685560872	1.99366976893197	"Yes"
"GSM1501958"	"shRNA"	"STAT5A"	"K562"	"SHSTAT5-2"	"GPL6244"	"k2"	-1	-6.05313384165392	1.99366976893197	"Yes"
"GSM1501959"	"shRNA"	"STAT5A"	"K562"	"SHSTAT5-3"	"GPL6244"	"k3"	-1	0.230182707524084	1.99366976893197	"Yes"
"GSM1501960"	"Control"	"NAN"	"K562"	"CTRL-2"	"GPL6244"	"c1"	1	NA	NA	"No"
"GSM1501961"	"Control"	"NAN"	"K562"	"CTRL-3"	"GPL6244"	"c2"	1	NA	NA	"No"
"GSM1501962"	"Control"	"NAN"	"K562"	"CTRL-5"	"GPL6244"	"c3"	1	NA	NA	"No"
"GSM1501963"	"Drug"	"STAT5A"	"K562"	"IST5-002-1"	"GPL6244"	"k1"	-1	NA	NA	"No"
"GSM1501964"	"Drug"	"STAT5A"	"K562"	"IST5-002-2"	"GPL6244"	"k2"	-1	NA	NA	"No"
"GSM1501965"	"Drug"	"STAT5A"	"K562"	"IST5-002-3"	"GPL6244"	"k3"	-1	NA	NA	"No"
"GSM1176499"	"Control"	"NAN"	"SH-SY5Y"	"Mock-rep1"	"GPL13915"	"c1"	1	NA	NA	"No"
"GSM1176500"	"Control"	"NAN"	"SH-SY5Y"	"Mock-rep2"	"GPL13915"	"c2"	1	NA	NA	"No"
"GSM1176501"	"Control"	"NAN"	"SH-SY5Y"	"Mock-rep3"	"GPL13915"	"c3"	1	NA	NA	"No"
"GSM1176505"	"siRNA"	"TCF4"	"SH-SY5Y"	"TCF4-KD1-rep1"	"GPL13915"	"k1"	-1	0.0176519645909044	NA	"No"
"GSM1176506"	"siRNA"	"TCF4"	"SH-SY5Y"	"TCF4-KD1-rep2"	"GPL13915"	"k2"	-1	-0.0483552217138973	NA	"No"
"GSM1176507"	"siRNA"	"TCF4"	"SH-SY5Y"	"TCF4-KD1-rep3"	"GPL13915"	"k3"	-1	0	NA	"No"
"GSM1176508"	"siRNA"	"TCF4"	"SH-SY5Y"	"TCF4-KD2-rep1"	"GPL13915"	"k1"	-1	-0.208416781777022	NA	"No"
"GSM1176509"	"siRNA"	"TCF4"	"SH-SY5Y"	"TCF4-KD2-rep2"	"GPL13915"	"k2"	-1	-0.248522517562787	NA	"No"
"GSM1176510"	"siRNA"	"TCF4"	"SH-SY5Y"	"TCF4-KD2-rep3"	"GPL13915"	"k3"	-1	-0.247607887733462	NA	"No"
"GSM908090"	"Control"	"NAN"	"HSPCs"	"Fetal-day5-A"	"GPL15394"	"c1"	1	NA	NA	"No"
"GSM908091"	"Control"	"NAN"	"HSPCs"	"Fetal-day5-B"	"GPL15394"	"c2"	1	NA	NA	"No"
"GSM908092"	"Control"	"NAN"	"HSPCs"	"Fetal-day5-C"	"GPL15394"	"c3"	1	NA	NA	"No"
"GSM908093"	"Control"	"NAN"	"HSPCs"	"Adult-day5-A"	"GPL15394"	"c1"	1	NA	NA	"No"
"GSM908094"	"Control"	"NAN"	"HSPCs"	"Adult-day5-B"	"GPL15394"	"c2"	1	NA	NA	"No"
"GSM908095"	"Control"	"NAN"	"HSPCs"	"Adult-day5-C"	"GPL15394"	"c3"	1	NA	NA	"No"
"GSM908096"	"shRNA"	"IRF2"	"HSPCs"	"IRF2-shRNA-A"	"GPL15394"	"k1"	-1	-1.53211138202665	-2.31913338726181	"No"
"GSM908097"	"shRNA"	"IRF2"	"HSPCs"	"IRF2-shRNA-B"	"GPL15394"	"k2"	-1	-0.299495502972263	-2.31913338726181	"No"
"GSM908098"	"shRNA"	"IRF2"	"HSPCs"	"IRF2-shRNA-C"	"GPL15394"	"k3"	-1	-0.373294380908489	-2.31913338726181	"No"
"GSM908102"	"Control"	"NAN"	"HSPCs"	"Control-shRNA-A"	"GPL15394"	"c1"	1	NA	NA	"No"
"GSM908103"	"Control"	"NAN"	"HSPCs"	"Control-shRNA-B"	"GPL15394"	"c2"	1	NA	NA	"No"
"GSM908104"	"Control"	"NAN"	"HSPCs"	"Control-shRNA-C"	"GPL15394"	"c3"	1	NA	NA	"No"
"GSM908105"	"Control"	"NAN"	"HSPCs"	"Control-shRNA-D"	"GPL15394"	"c4"	1	NA	NA	"No"
"GSM908106"	"shRNA"	"MYB"	"HSPCs"	"MYB-shRNA-A"	"GPL15394"	"k1"	-1	-0.446914842807892	5.93437747005093	"Yes"
"GSM908107"	"shRNA"	"MYB"	"HSPCs"	"MYB-shRNA-B"	"GPL15394"	"k2"	-1	-0.559295225211114	5.93437747005093	"Yes"
"GSM908108"	"shRNA"	"MYB"	"HSPCs"	"MYB-shRNA-C"	"GPL15394"	"k3"	-1	-0.501131066294361	5.93437747005093	"Yes"
"GSM908109"	"shRNA"	"MYB"	"HSPCs"	"MYB-shRNA-D"	"GPL15394"	"k4"	-1	-0.571129491311057	5.93437747005093	"Yes"
"GSM1964027"	"Control"	"NAN"	"hADSC"	"siCTRL-REP1"	"GPL10558"	"c1"	1	NA	NA	"No"
"GSM1964028"	"Control"	"NAN"	"hADSC"	"siCTRL-REP2"	"GPL10558"	"c2"	1	NA	NA	"No"
"GSM1964029"	"Control"	"NAN"	"hADSC"	"siCTRL-REP3"	"GPL10558"	"c3"	1	NA	NA	"No"
"GSM1964030"	"siRNA"	"THRA"	"hADSC"	"siTRα-REP1"	"GPL10558"	"k1"	-1	NA	NA	"No"
"GSM1964031"	"siRNA"	"THRA"	"hADSC"	"siTRα-REP2"	"GPL10558"	"k2"	-1	NA	NA	"No"
"GSM1964032"	"siRNA"	"THRA"	"hADSC"	"siTRα-REP3"	"GPL10558"	"k3"	-1	NA	NA	"No"
"GSM1964033"	"siRNA"	"THRB"	"hADSC"	"siTRβ-REP1"	"GPL10558"	"k1"	-1	NA	NA	"No"
"GSM1964034"	"siRNA"	"THRB"	"hADSC"	"siTRβ-REP2"	"GPL10558"	"k2"	-1	NA	NA	"No"
"GSM1964035"	"siRNA"	"THRB"	"hADSC"	"siTRβ-REP3"	"GPL10558"	"k3"	-1	NA	NA	"No"
"GSM1964036"	"siRNA"	"ETV5"	"hADSC"	"siETV5-REP1"	"GPL10558"	"k1"	-1	-0.492684394915124	1.95190823489837	"Yes"
"GSM1964037"	"siRNA"	"ETV5"	"hADSC"	"siETV5-REP2"	"GPL10558"	"k2"	-1	-0.538441990660843	1.95190823489837	"Yes"
"GSM1964038"	"siRNA"	"ETV5"	"hADSC"	"siETV5-REP3"	"GPL10558"	"k3"	-1	-0.511878645043705	1.95190823489837	"Yes"
"GSM1062875"	"siRNA"	"NAN"	"H441"	"H441-transfected-with-scrambled-siRNA-1"	"GPL6244"	"k1"	-1	NA	NA	"No"
"GSM1062876"	"siRNA"	"NAN"	"H441"	"H441-transfected-with-scrambled-siRNA-2"	"GPL6244"	"k2"	-1	NA	NA	"No"
"GSM1062877"	"siRNA"	"NAN"	"H441"	"H441-transfected-with-scrambled-siRNA-3"	"GPL6244"	"k3"	-1	NA	NA	"No"
"GSM1062878"	"siRNA"	"ETS2"	"H441"	"H441-transfected-with-ETS2-specific-siRNA-1"	"GPL6244"	"k1"	-1	-0.465822784810125	NA	"No"
"GSM1062879"	"siRNA"	"ETS2"	"H441"	"H441-transfected-with-ETS2-specific-siRNA-2"	"GPL6244"	"k2"	-1	-0.637974683544302	NA	"No"
"GSM1062880"	"siRNA"	"ETS2"	"H441"	"H441-transfected-with-ETS2-specific-siRNA-3"	"GPL6244"	"k3"	-1	-0.556962025316454	NA	"No"
"GSM1720625"	"Control"	"NAN"	"HBEpC"	"Donor-1-all-star-control-medium"	"GPL20609"	"c1"	1	NA	NA	"No"
"GSM1720626"	"siRNA"	"IRF7"	"HBEpC"	"Donor-1-IRF7-siRNA-medium"	"GPL20609"	"k1"	-1	-0.658109775627953	1.66121161360155	"Yes"
"GSM1720627"	"Control"	"NAN"	"HBEpC"	"Donor-1-all-star-control-rhinovirus"	"GPL20609"	"c1"	1	NA	NA	"No"
"GSM1720628"	"siRNA"	"IRF7"	"HBEpC"	"Donor-1-IRF7-siRNA-rhinovirus"	"GPL20609"	"k1"	-1	0.435864749913914	1.66121161360155	"Yes"
"GSM1720629"	"Control"	"NAN"	"HBEpC"	"Donor-2-all-star-control-medium"	"GPL20609"	"c2"	1	NA	NA	"No"
"GSM1720630"	"siRNA"	"IRF7"	"HBEpC"	"Donor-2-IRF7-siRNA-medium"	"GPL20609"	"k2"	-1	-0.843792693932965	1.66121161360155	"Yes"
"GSM1720631"	"Control"	"NAN"	"HBEpC"	"Donor-2-all-star-control-rhinovirus"	"GPL20609"	"c2"	1	NA	NA	"No"
"GSM1720632"	"siRNA"	"IRF7"	"HBEpC"	"Donor-2-IRF7-siRNA-rhinovirus"	"GPL20609"	"k2"	-1	0.530837953902789	1.66121161360155	"Yes"
"GSM1720633"	"Control"	"NAN"	"HBEpC"	"Donor-3-all-star-control-medium"	"GPL20609"	"c3"	1	NA	NA	"No"
"GSM1720634"	"siRNA"	"IRF7"	"HBEpC"	"Donor-3-IRF7-siRNA-medium"	"GPL20609"	"k3"	-1	-0.894494731391565	1.66121161360155	"Yes"
"GSM1720635"	"Control"	"NAN"	"HBEpC"	"Donor-3-all-star-control-rhinovirus"	"GPL20609"	"c3"	1	NA	NA	"No"
"GSM1720636"	"siRNA"	"IRF7"	"HBEpC"	"Donor-3-IRF7-siRNA-rhinovirus"	"GPL20609"	"k3"	-1	0.224068494056446	1.66121161360155	"Yes"
"GSM1720637"	"Control"	"NAN"	"HBEpC"	"Donor-4-all-star-control-medium"	"GPL20609"	"c4"	1	NA	NA	"No"
"GSM1720638"	"siRNA"	"IRF7"	"HBEpC"	"Donor-4-IRF7-siRNA-medium"	"GPL20609"	"k4"	-1	-0.763728823165219	1.66121161360155	"Yes"
"GSM1720639"	"Control"	"NAN"	"HBEpC"	"Donor-4-all-star-control-rhinovirus"	"GPL20609"	"c4"	1	NA	NA	"No"
"GSM1720640"	"siRNA"	"IRF7"	"HBEpC"	"Donor-4-IRF7-siRNA-rhinovirus"	"GPL20609"	"k4"	-1	-0.401299140690008	1.66121161360155	"Yes"
"GSM1720641"	"Control"	"NAN"	"HBEpC"	"Donor-5-all-star-control-medium"	"GPL20609"	"c5"	1	NA	NA	"No"
"GSM1720642"	"siRNA"	"IRF7"	"HBEpC"	"Donor-5-IRF7-siRNA-medium"	"GPL20609"	"k5"	-1	-0.673795811046261	1.66121161360155	"Yes"
"GSM1720643"	"Control"	"NAN"	"HBEpC"	"Donor-5-all-star-control-rhinovirus"	"GPL20609"	"c5"	1	NA	NA	"No"
"GSM1720644"	"siRNA"	"IRF7"	"HBEpC"	"Donor-5-IRF7-siRNA-rhinovirus"	"GPL20609"	"k5"	-1	-0.0356660446751891	1.66121161360155	"Yes"
"GSM1138873"	"Control"	"NAN"	"HUVEC"	"HUVEC-CONTROL-SI.1"	"GPL10558"	"c1"	1	NA	NA	"No"
"GSM1138875"	"Control"	"NAN"	"HUVEC"	"HUVEC-CONTROL-SI.2"	"GPL10558"	"c2"	1	NA	NA	"No"
"GSM1646151"	"siRNA"	"FOXO1"	"HUVEC"	"HUVEC-FOXO1-SI.1"	"GPL10558"	"k1"	-1	-0.476288620121424	1.69116897014463	"Yes"
"GSM1646152"	"siRNA"	"FOXO1"	"HUVEC"	"HUVEC-FOXO1-SI.2"	"GPL10558"	"k2"	-1	-0.439721230166308	1.69116897014463	"Yes"
"GSM1016021"	"Control"	"NAN"	"SMCs"	"Myometrial-smooth-muscle-cell-control-biological-rep1"	"GPL570"	"c1"	1	NA	NA	"No"
"GSM1016022"	"Control"	"NAN"	"SMCs"	"Myometrial-smooth-muscle-cell-control-biological-rep2"	"GPL570"	"c2"	1	NA	NA	"No"
"GSM1016023"	"Control"	"NAN"	"SMCs"	"Myometrial-smooth-muscle-cell-control-biological-rep3"	"GPL570"	"c3"	1	NA	NA	"No"
"GSM1016024"	"siRNA"	"REST"	"SMCs"	"Myometrial-smooth-muscle-cell-siREST-biological-rep1"	"GPL570"	"k1"	-1	-0.421670032678937	2.10965564791448	"Yes"
"GSM1016025"	"siRNA"	"REST"	"SMCs"	"Myometrial-smooth-muscle-cell-siREST-biological-rep2"	"GPL570"	"k2"	-1	-0.662790982902838	2.10965564791448	"Yes"
"GSM1016026"	"siRNA"	"REST"	"SMCs"	"Myometrial-smooth-muscle-cell-siREST-biological-rep3"	"GPL570"	"k3"	-1	-0.552821862999212	2.10965564791448	"Yes"
"GSM1016027"	"Control"	"NAN"	"SMCs"	"Leiomyoma-smooth-muscle-cell-control-biological-rep1"	"GPL570"	"c1"	1	NA	NA	"No"
"GSM1016028"	"Control"	"NAN"	"SMCs"	"Leiomyoma-smooth-muscle-cell-control-biological-rep2"	"GPL570"	"c2"	1	NA	NA	"No"
"GSM1016029"	"Control"	"NAN"	"SMCs"	"Leiomyoma-smooth-muscle-cell-control-biological-rep3"	"GPL570"	"c3"	1	NA	NA	"No"
"GSM210120"	"Control"	"NAN"	"BxPC-3"	"Smad4-independent-genes-in-BxPC-3-cells"	"GPL4525"	"c1"	1	NA	NA	"No"
"GSM210121"	"siRNA"	"SMAD2"	"BxPC-3"	"Smad2-independent-genes-in-BxPC-3-cells"	"GPL4525"	"k1"	-1	NA	NA	"No"
"GSM210122"	"siRNA"	"SMAD2"	"BxPC-3"	"Smad2-dependent-genes-in-BxPC-3-cells"	"GPL4525"	"k1"	-1	0	NA	"No"
"GSM210123"	"siRNA"	"SMAD4"	"BxPC-3"	"Smad3-independent-genes-in-BxPC-3-cells"	"GPL4525"	"k1"	-1	NA	NA	"No"
"GSM210124"	"siRNA"	"SMAD4"	"BxPC-3"	"Smad3-dependent-genes-in-BxPC-3-cells"	"GPL4525"	"k1"	-1	NA	NA	"No"
"GSM756539"	"Control"	"NAN"	"TOV21G"	"parental-TOV21G-cell-line"	"GPL570"	"c1"	1	NA	NA	"No"
"GSM756540"	"Control"	"NAN"	"TOV21G"	"non-target-shRNA-puromycin-stable-TOV21G-cell-line"	"GPL570"	"c1"	1	NA	NA	"No"
"GSM756541"	"Control"	"NAN"	"TOV21G"	"PLKO-1-vector-control-puromycin-stable-TOV21G-cell-line"	"GPL570"	"c1"	1	NA	NA	"No"
"GSM756542"	"shRNA"	"PAX2"	"TOV21G"	"PAX2-shRNA-15839-puromycin-stable-TOV21G-cell-line"	"GPL570"	"k1"	-1	-1.06004648760331	1.11612399866091	"Yes"
"GSM756543"	"shRNA"	"PAX2"	"TOV21G"	"PAX2-shRNA-15840-puromycin-stable-TOV21G-cell-line"	"GPL570"	"k1"	-1	0.29971590909091	1.11612399866091	"Yes"
"GSM756544"	"shRNA"	"PAX2"	"TOV21G"	"PAX2-shRNA-15841-puromycin-stable-TOV21G-cell-line"	"GPL570"	"k1"	-1	-0.754519628099174	1.11612399866091	"Yes"
"GSM1466659"	"Control"	"NAN"	"LECs"	"control-LEC-in-static-biological-rep1"	"GPL6244"	"c1"	1	NA	NA	"No"
"GSM1466660"	"Control"	"NAN"	"LECs"	"control-LEC-in-static-biological-rep2"	"GPL6244"	"c2"	1	NA	NA	"No"
"GSM1466663"	"Control"	"NAN"	"LECs"	"control-LEC-in-oscillatory-biological-rep1"	"GPL6244"	"c1"	1	NA	NA	"No"
"GSM1466664"	"Control"	"NAN"	"LECs"	"control-LEC-in-oscillatory-biological-rep2"	"GPL6244"	"c2"	1	NA	NA	"No"
"GSM1720714"	"siRNA"	"AHR"	"THP-1"	"AHR-KNOCKDOWN-BY-AHR-siRNA-A1"	"GPL16686"	"k1"	-1	-0.578787326255712	2.08508479718216	"Yes"
"GSM1720715"	"siRNA"	"AHR"	"THP-1"	"AHR-KNOCKDOWN-BY-AHR-siRNA-A2"	"GPL16686"	"k2"	-1	-0.472516453714197	2.08508479718216	"Yes"
"GSM1720716"	"siRNA"	"AHR"	"THP-1"	"AHR-KNOCKDOWN-BY-AHR-siRNA-A3"	"GPL16686"	"k3"	-1	-0.491045607733172	2.08508479718216	"Yes"
"GSM1720717"	"siRNA"	"AHR"	"THP-1"	"AHR-KNOCKDOWN-BY-AHR-siRNA-A4"	"GPL16686"	"k4"	-1	-0.601208984192493	2.08508479718216	"Yes"
"GSM1720718"	"Control"	"NAN"	"THP-1"	"CONTROL-siRNA-C1"	"GPL16686"	"c1"	1	NA	NA	"No"
"GSM1720719"	"Control"	"NAN"	"THP-1"	"CONTROL-siRNA-C2"	"GPL16686"	"c2"	1	NA	NA	"No"
"GSM1720720"	"Control"	"NAN"	"THP-1"	"CONTROL-siRNA-C3"	"GPL16686"	"c3"	1	NA	NA	"No"
"GSM1720721"	"Control"	"NAN"	"THP-1"	"CONTROL-siRNA-C4"	"GPL16686"	"c4"	1	NA	NA	"No"
"GSM839748"	"Control"	"NAN"	"Nalm6"	"Nalm6-control-1"	"GPL6244"	"c1"	1	NA	NA	"No"
"GSM839749"	"Control"	"NAN"	"Nalm6"	"Nalm6-control-2"	"GPL6244"	"c2"	1	NA	NA	"No"
"GSM2088403"	"siRNA"	"TFAP2C"	"NCI-H292"	"NCI-H292-cells-TFAP2C-siRNA-rep1"	"GPL16686"	"k1"	-1	-1	1.999900009999	"Yes"
"GSM2088404"	"Control"	"NAN"	"NCI-H292"	"NCI-H292-cells-Control-siRNA-rep1"	"GPL16686"	"c1"	1	NA	NA	"No"
"GSM587717"	"Control"	"NAN"	"LN229"	"LN229-KO-neg-r1"	"GPL1426"	"c1"	1	NA	NA	"No"
"GSM587718"	"siRNA"	"SOX2"	"LN229"	"LN229-KO-pos-r1"	"GPL1426"	"k1"	-1	0	1	"Yes"
"GSM587719"	"Control"	"NAN"	"LN229"	"LN229-KO-neg-r2"	"GPL1426"	"c2"	1	NA	NA	"No"
"GSM587720"	"siRNA"	"SOX2"	"LN229"	"LN229-KO-pos-r2"	"GPL1426"	"k2"	-1	0	1	"Yes"
"GSM2476173"	"Control"	"NAN"	"NHEK"	"scramble-control-replicate-1-NHEK-[siREST-migration]"	"GPL6244"	"c1"	1	NA	NA	"No"
"GSM2476174"	"Control"	"NAN"	"NHEK"	"scramble-control-replicate-2-NHEK-[siREST-migration]"	"GPL6244"	"c2"	1	NA	NA	"No"
"GSM2476175"	"siRNA"	"REST"	"NHEK"	"siREST-replicate-1-NHEK-[siREST-migration]"	"GPL6244"	"k1"	-1	-0.49625852941444	5.03539103842596	"Yes"
"GSM2476176"	"siRNA"	"REST"	"NHEK"	"siREST-replicate-2-NHEK-[siREST-migration]"	"GPL6244"	"k2"	-1	-0.509796113365578	5.03539103842596	"Yes"
"GSM183432"	"Control"	"NAN"	"A431"	"A431-WT-1"	"GPL570"	"c1"	1	NA	NA	"No"
"GSM183433"	"Control"	"NAN"	"A431"	"A431-WT-2"	"GPL570"	"c2"	1	NA	NA	"No"
"GSM183434"	"shRNA"	"PTEN"	"A431"	"A431-PR-1"	"GPL570"	"k1"	-1	-0.487979134354161	1.99993342576942	"Yes"
"GSM183435"	"shRNA"	"PTEN"	"A431"	"A431-PR-2"	"GPL570"	"k2"	-1	-0.536128505078813	1.99993342576942	"Yes"
"GSM183436"	"Control"	"NAN"	"HCC827"	"HCC827-WT-1"	"GPL570"	"c1"	1	NA	NA	"No"
"GSM183437"	"Control"	"NAN"	"HCC827"	"HCC827-WT-2"	"GPL570"	"c2"	1	NA	NA	"No"
"GSM183438"	"shRNA"	"PTEN"	"HCC827"	"HCC827-PR-1"	"GPL570"	"k1"	-1	-0.481007578177161	1.90295167171897	"Yes"
"GSM183439"	"shRNA"	"PTEN"	"HCC827"	"HCC827-PR-2"	"GPL570"	"k2"	-1	-0.504136142376996	1.90295167171897	"Yes"
"GSM183440"	"Control"	"NAN"	"SKBR3"	"SKBR3-WT-1"	"GPL570"	"c1"	1	NA	NA	"No"
"GSM183441"	"Control"	"NAN"	"SKBR3"	"SKBR3-WT-2"	"GPL570"	"c2"	1	NA	NA	"No"
"GSM183442"	"shRNA"	"PTEN"	"SKBR3"	"SKBR3-PR-1"	"GPL570"	"k1"	-1	-0.489098129514861	1.97564328620013	"Yes"
"GSM183443"	"shRNA"	"PTEN"	"SKBR3"	"SKBR3-PR-2"	"GPL570"	"k2"	-1	-0.520207073488724	1.97564328620013	"Yes"
"GSM1333055"	"Control"	"NAN"	"NHEK"	"keratinocytes-with-control-shRNA-replicate--1"	"GPL570"	"c1"	1	NA	NA	"No"
"GSM1333056"	"Control"	"NAN"	"NHEK"	"keratinocytes-with-control-shRNA-replicate--2"	"GPL570"	"c2"	1	NA	NA	"No"
"GSM1333057"	"shRNA"	"SNAI2"	"NHEK"	"keratinocytes-with-SNAI2-shRNA-replicate--1"	"GPL570"	"k1"	-1	-0.409103243519346	-0.0851982960606112	"No"
"GSM1333058"	"shRNA"	"SNAI2"	"NHEK"	"keratinocytes-with-SNAI2-shRNA-replicate--2"	"GPL570"	"k2"	-1	-0.551071063721108	-0.0851982960606112	"No"
"GSM1333059"	"Control"	"NAN"	"NHEK"	"keratinocytes-overexpressing-LacZ-control-replicate--1"	"GPL570"	"c1"	1	NA	NA	"No"
"GSM1333060"	"Control"	"NAN"	"NHEK"	"keratinocytes-overexpressing-LacZ-control-replicate--2"	"GPL570"	"c2"	1	NA	NA	"No"
"GSM1333061"	"shRNA"	"SNAI2"	"NHEK"	"keratinocytes-overexpressing-SNAI2replicate--1"	"GPL570"	"k1"	-1	NA	NA	"No"
"GSM1333062"	"shRNA"	"SNAI2"	"NHEK"	"keratinocytes-overexpressing-SNAI2replicate--2"	"GPL570"	"k2"	-1	NA	NA	"No"
"GSM947590"	"Control"	"NAN"	"HCT116"	"HCT116-shscrambled-biological-rep1"	"GPL10739"	"c1"	1	NA	NA	"No"
"GSM947591"	"Control"	"NAN"	"HCT116"	"HCT116-shscrambled-biological-rep2"	"GPL10739"	"c2"	1	NA	NA	"No"
"GSM947592"	"Control"	"NAN"	"HCT116"	"HCT116-shscrambled-biological-rep3"	"GPL10739"	"c3"	1	NA	NA	"No"
"GSM947593"	"shRNA"	"ESRRA"	"HCT116"	"HCT116-shERRalpha-biological-rep1"	"GPL10739"	"k1"	-1	0.187574054570788	1.15882890443408	"Yes"
"GSM947594"	"shRNA"	"ESRRA"	"HCT116"	"HCT116-shERRalpha-biological-rep2"	"GPL10739"	"k2"	-1	-0.187574054570787	1.15882890443408	"Yes"
"GSM947595"	"shRNA"	"ESRRA"	"HCT116"	"HCT116-shERRalpha-biological-rep3"	"GPL10739"	"k3"	-1	-0.21268298426896	1.15882890443408	"Yes"
"GSM1183221"	"Control"	"NAN"	"PC-3"	"Scr-siRNA-day-5a"	"GPL10558"	"c1"	1	NA	NA	"No"
