	id	knockdown_method	target	cell	cell_type	platform	rep	sign	components
3012	GSM782698	siRNA	NAN	NAN	A375-siRNA-CCNA2-48h	GPL570	NAN	-1	total_enrichment
3013	GSM782698	siRNA	NAN	NAN	A375-siRNA-CCNA2-48h	GPL570	NAN	-1	local_enrichment
3014	GSM782698	siRNA	NAN	NAN	A375-siRNA-CCNA2-48h	GPL570	NAN	-1	delta
3015	GSM782698	siRNA	NAN	NAN	A375-siRNA-CCNA2-48h	GPL570	NAN	-1	quant_nes
3016	GSM782699	siRNA	NAN	NAN	A375-siRNA-CCNB1-48h	GPL570	NAN	-1	total_enrichment
3017	GSM782699	siRNA	NAN	NAN	A375-siRNA-CCNB1-48h	GPL570	NAN	-1	local_enrichment
3018	GSM782699	siRNA	NAN	NAN	A375-siRNA-CCNB1-48h	GPL570	NAN	-1	delta
3019	GSM782699	siRNA	NAN	NAN	A375-siRNA-CCNB1-48h	GPL570	NAN	-1	quant_nes
3020	GSM782700	siRNA	NAN	NAN	A375-siRNA-CCNB2-48h	GPL570	NAN	-1	total_enrichment
3021	GSM782700	siRNA	NAN	NAN	A375-siRNA-CCNB2-48h	GPL570	NAN	-1	local_enrichment
3022	GSM782700	siRNA	NAN	NAN	A375-siRNA-CCNB2-48h	GPL570	NAN	-1	delta
3023	GSM782700	siRNA	NAN	NAN	A375-siRNA-CCNB2-48h	GPL570	NAN	-1	quant_nes
3024	GSM782701	siRNA	NAN	NAN	A375-siRNA-CCND3-48h	GPL570	NAN	-1	total_enrichment
3025	GSM782701	siRNA	NAN	NAN	A375-siRNA-CCND3-48h	GPL570	NAN	-1	local_enrichment
3026	GSM782701	siRNA	NAN	NAN	A375-siRNA-CCND3-48h	GPL570	NAN	-1	delta
3027	GSM782701	siRNA	NAN	NAN	A375-siRNA-CCND3-48h	GPL570	NAN	-1	quant_nes
3028	GSM782702	siRNA	NAN	NAN	A375-siRNA-CDC16-48h	GPL570	NAN	-1	total_enrichment
3029	GSM782702	siRNA	NAN	NAN	A375-siRNA-CDC16-48h	GPL570	NAN	-1	local_enrichment
3030	GSM782702	siRNA	NAN	NAN	A375-siRNA-CDC16-48h	GPL570	NAN	-1	delta
3031	GSM782702	siRNA	NAN	NAN	A375-siRNA-CDC16-48h	GPL570	NAN	-1	quant_nes
3032	GSM782703	siRNA	NAN	NAN	A375-siRNA-CDC2-48h	GPL570	NAN	-1	total_enrichment
3033	GSM782703	siRNA	NAN	NAN	A375-siRNA-CDC2-48h	GPL570	NAN	-1	local_enrichment
3034	GSM782703	siRNA	NAN	NAN	A375-siRNA-CDC2-48h	GPL570	NAN	-1	delta
3035	GSM782703	siRNA	NAN	NAN	A375-siRNA-CDC2-48h	GPL570	NAN	-1	quant_nes
3036	GSM782704	siRNA	NAN	NAN	A375-siRNA-CDC25B-48h	GPL570	NAN	-1	total_enrichment
3037	GSM782704	siRNA	NAN	NAN	A375-siRNA-CDC25B-48h	GPL570	NAN	-1	local_enrichment
3038	GSM782704	siRNA	NAN	NAN	A375-siRNA-CDC25B-48h	GPL570	NAN	-1	delta
3039	GSM782704	siRNA	NAN	NAN	A375-siRNA-CDC25B-48h	GPL570	NAN	-1	quant_nes
3040	GSM782705	siRNA	NAN	NAN	A375-siRNA-CDC37-48h	GPL570	NAN	-1	total_enrichment
3041	GSM782705	siRNA	NAN	NAN	A375-siRNA-CDC37-48h	GPL570	NAN	-1	local_enrichment
3042	GSM782705	siRNA	NAN	NAN	A375-siRNA-CDC37-48h	GPL570	NAN	-1	delta
3043	GSM782705	siRNA	NAN	NAN	A375-siRNA-CDC37-48h	GPL570	NAN	-1	quant_nes
3044	GSM782706	siRNA	NAN	NAN	A375-siRNA-CDK2-48h	GPL570	NAN	-1	total_enrichment
3045	GSM782706	siRNA	NAN	NAN	A375-siRNA-CDK2-48h	GPL570	NAN	-1	local_enrichment
3046	GSM782706	siRNA	NAN	NAN	A375-siRNA-CDK2-48h	GPL570	NAN	-1	delta
3047	GSM782706	siRNA	NAN	NAN	A375-siRNA-CDK2-48h	GPL570	NAN	-1	quant_nes
3048	GSM782707	siRNA	NAN	NAN	A375-siRNA-CDK4-48h	GPL570	NAN	-1	total_enrichment
3049	GSM782707	siRNA	NAN	NAN	A375-siRNA-CDK4-48h	GPL570	NAN	-1	local_enrichment
3050	GSM782707	siRNA	NAN	NAN	A375-siRNA-CDK4-48h	GPL570	NAN	-1	delta
3051	GSM782707	siRNA	NAN	NAN	A375-siRNA-CDK4-48h	GPL570	NAN	-1	quant_nes
3052	GSM782708	siRNA	NAN	NAN	A375-siRNA-CDK7-48h	GPL570	NAN	-1	total_enrichment
3053	GSM782708	siRNA	NAN	NAN	A375-siRNA-CDK7-48h	GPL570	NAN	-1	local_enrichment
3054	GSM782708	siRNA	NAN	NAN	A375-siRNA-CDK7-48h	GPL570	NAN	-1	delta
3055	GSM782708	siRNA	NAN	NAN	A375-siRNA-CDK7-48h	GPL570	NAN	-1	quant_nes
3056	GSM782709	siRNA	NAN	NAN	A375-siRNA-CDKN2C-48h	GPL570	NAN	-1	total_enrichment
3057	GSM782709	siRNA	NAN	NAN	A375-siRNA-CDKN2C-48h	GPL570	NAN	-1	local_enrichment
3058	GSM782709	siRNA	NAN	NAN	A375-siRNA-CDKN2C-48h	GPL570	NAN	-1	delta
3059	GSM782709	siRNA	NAN	NAN	A375-siRNA-CDKN2C-48h	GPL570	NAN	-1	quant_nes
3060	GSM782710	siRNA	NAN	NAN	A375-siRNA-CEBPD-48h	GPL570	NAN	-1	total_enrichment
3061	GSM782710	siRNA	NAN	NAN	A375-siRNA-CEBPD-48h	GPL570	NAN	-1	local_enrichment
3062	GSM782710	siRNA	NAN	NAN	A375-siRNA-CEBPD-48h	GPL570	NAN	-1	delta
3063	GSM782710	siRNA	NAN	NAN	A375-siRNA-CEBPD-48h	GPL570	NAN	-1	quant_nes
3064	GSM782711	siRNA	NAN	NAN	A375-siRNA-CEBPZ-48h	GPL570	NAN	-1	total_enrichment
3065	GSM782711	siRNA	NAN	NAN	A375-siRNA-CEBPZ-48h	GPL570	NAN	-1	local_enrichment
3066	GSM782711	siRNA	NAN	NAN	A375-siRNA-CEBPZ-48h	GPL570	NAN	-1	delta
3067	GSM782711	siRNA	NAN	NAN	A375-siRNA-CEBPZ-48h	GPL570	NAN	-1	quant_nes
3068	GSM782712	siRNA	NAN	NAN	A375-siRNA-CHEK1-48h	GPL570	NAN	-1	total_enrichment
3069	GSM782712	siRNA	NAN	NAN	A375-siRNA-CHEK1-48h	GPL570	NAN	-1	local_enrichment
3070	GSM782712	siRNA	NAN	NAN	A375-siRNA-CHEK1-48h	GPL570	NAN	-1	delta
3071	GSM782712	siRNA	NAN	NAN	A375-siRNA-CHEK1-48h	GPL570	NAN	-1	quant_nes
3072	GSM782713	siRNA	NAN	NAN	A375-siRNA-CTNNB1-48h	GPL570	NAN	-1	total_enrichment
3073	GSM782713	siRNA	NAN	NAN	A375-siRNA-CTNNB1-48h	GPL570	NAN	-1	local_enrichment
3074	GSM782713	siRNA	NAN	NAN	A375-siRNA-CTNNB1-48h	GPL570	NAN	-1	delta
3075	GSM782713	siRNA	NAN	NAN	A375-siRNA-CTNNB1-48h	GPL570	NAN	-1	quant_nes
3076	GSM782714	siRNA	NAN	NAN	A375-siRNA-ETS1-48h	GPL570	NAN	-1	total_enrichment
3077	GSM782714	siRNA	NAN	NAN	A375-siRNA-ETS1-48h	GPL570	NAN	-1	local_enrichment
3078	GSM782714	siRNA	NAN	NAN	A375-siRNA-ETS1-48h	GPL570	NAN	-1	delta
3079	GSM782714	siRNA	NAN	NAN	A375-siRNA-ETS1-48h	GPL570	NAN	-1	quant_nes
3080	GSM782715	siRNA	NAN	NAN	A375-siRNA-FOXM1-48h	GPL570	NAN	-1	total_enrichment
3081	GSM782715	siRNA	NAN	NAN	A375-siRNA-FOXM1-48h	GPL570	NAN	-1	local_enrichment
3082	GSM782715	siRNA	NAN	NAN	A375-siRNA-FOXM1-48h	GPL570	NAN	-1	delta
3083	GSM782715	siRNA	NAN	NAN	A375-siRNA-FOXM1-48h	GPL570	NAN	-1	quant_nes
3084	GSM782716	siRNA	NAN	NAN	A375-siRNA-FOXO3A-48h	GPL570	NAN	-1	total_enrichment
3085	GSM782716	siRNA	NAN	NAN	A375-siRNA-FOXO3A-48h	GPL570	NAN	-1	local_enrichment
3086	GSM782716	siRNA	NAN	NAN	A375-siRNA-FOXO3A-48h	GPL570	NAN	-1	delta
3087	GSM782716	siRNA	NAN	NAN	A375-siRNA-FOXO3A-48h	GPL570	NAN	-1	quant_nes
3088	GSM782717	siRNA	NAN	NAN	A375-siRNA-GABARAP-48h	GPL570	NAN	-1	total_enrichment
3089	GSM782717	siRNA	NAN	NAN	A375-siRNA-GABARAP-48h	GPL570	NAN	-1	local_enrichment
3090	GSM782717	siRNA	NAN	NAN	A375-siRNA-GABARAP-48h	GPL570	NAN	-1	delta
3091	GSM782717	siRNA	NAN	NAN	A375-siRNA-GABARAP-48h	GPL570	NAN	-1	quant_nes
3092	GSM782718	siRNA	NAN	NAN	A375-siRNA-HDAC2-48h	GPL570	NAN	-1	total_enrichment
3093	GSM782718	siRNA	NAN	NAN	A375-siRNA-HDAC2-48h	GPL570	NAN	-1	local_enrichment
3094	GSM782718	siRNA	NAN	NAN	A375-siRNA-HDAC2-48h	GPL570	NAN	-1	delta
3095	GSM782718	siRNA	NAN	NAN	A375-siRNA-HDAC2-48h	GPL570	NAN	-1	quant_nes
3096	GSM782719	siRNA	NAN	NAN	A375-siRNA-HDAC3-48h	GPL570	NAN	-1	total_enrichment
3097	GSM782719	siRNA	NAN	NAN	A375-siRNA-HDAC3-48h	GPL570	NAN	-1	local_enrichment
3098	GSM782719	siRNA	NAN	NAN	A375-siRNA-HDAC3-48h	GPL570	NAN	-1	delta
3099	GSM782719	siRNA	NAN	NAN	A375-siRNA-HDAC3-48h	GPL570	NAN	-1	quant_nes
3100	GSM782720	siRNA	NAN	NAN	A375-siRNA-HSF2-48h	GPL570	NAN	-1	total_enrichment
3101	GSM782720	siRNA	NAN	NAN	A375-siRNA-HSF2-48h	GPL570	NAN	-1	local_enrichment
3102	GSM782720	siRNA	NAN	NAN	A375-siRNA-HSF2-48h	GPL570	NAN	-1	delta
3103	GSM782720	siRNA	NAN	NAN	A375-siRNA-HSF2-48h	GPL570	NAN	-1	quant_nes
3104	GSM782721	siRNA	NAN	NAN	A375-siRNA-MAP2K1-48h	GPL570	NAN	-1	total_enrichment
3105	GSM782721	siRNA	NAN	NAN	A375-siRNA-MAP2K1-48h	GPL570	NAN	-1	local_enrichment
3106	GSM782721	siRNA	NAN	NAN	A375-siRNA-MAP2K1-48h	GPL570	NAN	-1	delta
3107	GSM782721	siRNA	NAN	NAN	A375-siRNA-MAP2K1-48h	GPL570	NAN	-1	quant_nes
3108	GSM782722	siRNA	NAN	NAN	A375-siRNA-MAPK1-48h	GPL570	NAN	-1	total_enrichment
3109	GSM782722	siRNA	NAN	NAN	A375-siRNA-MAPK1-48h	GPL570	NAN	-1	local_enrichment
3110	GSM782722	siRNA	NAN	NAN	A375-siRNA-MAPK1-48h	GPL570	NAN	-1	delta
3111	GSM782722	siRNA	NAN	NAN	A375-siRNA-MAPK1-48h	GPL570	NAN	-1	quant_nes
3112	GSM782723	siRNA	NAN	NAN	A375-siRNA-MCM2-48h	GPL570	NAN	-1	total_enrichment
3113	GSM782723	siRNA	NAN	NAN	A375-siRNA-MCM2-48h	GPL570	NAN	-1	local_enrichment
3114	GSM782723	siRNA	NAN	NAN	A375-siRNA-MCM2-48h	GPL570	NAN	-1	delta
3115	GSM782723	siRNA	NAN	NAN	A375-siRNA-MCM2-48h	GPL570	NAN	-1	quant_nes
3116	GSM782724	siRNA	NAN	NAN	A375-siRNA-MITF-48h	GPL570	NAN	-1	total_enrichment
3117	GSM782724	siRNA	NAN	NAN	A375-siRNA-MITF-48h	GPL570	NAN	-1	local_enrichment
3118	GSM782724	siRNA	NAN	NAN	A375-siRNA-MITF-48h	GPL570	NAN	-1	delta
3119	GSM782724	siRNA	NAN	NAN	A375-siRNA-MITF-48h	GPL570	NAN	-1	quant_nes
3120	GSM782725	siRNA	NAN	NAN	A375-siRNA-NCOR2-48h	GPL570	NAN	-1	total_enrichment
3121	GSM782725	siRNA	NAN	NAN	A375-siRNA-NCOR2-48h	GPL570	NAN	-1	local_enrichment
3122	GSM782725	siRNA	NAN	NAN	A375-siRNA-NCOR2-48h	GPL570	NAN	-1	delta
3123	GSM782725	siRNA	NAN	NAN	A375-siRNA-NCOR2-48h	GPL570	NAN	-1	quant_nes
3124	GSM782726	siRNA	NAN	NAN	A375-siRNA-NMI-48h	GPL570	NAN	-1	total_enrichment
3125	GSM782726	siRNA	NAN	NAN	A375-siRNA-NMI-48h	GPL570	NAN	-1	local_enrichment
3126	GSM782726	siRNA	NAN	NAN	A375-siRNA-NMI-48h	GPL570	NAN	-1	delta
3127	GSM782726	siRNA	NAN	NAN	A375-siRNA-NMI-48h	GPL570	NAN	-1	quant_nes
3128	GSM782727	siRNA	NAN	NAN	A375-siRNA-PCNA-48h	GPL570	NAN	-1	total_enrichment
3129	GSM782727	siRNA	NAN	NAN	A375-siRNA-PCNA-48h	GPL570	NAN	-1	local_enrichment
3130	GSM782727	siRNA	NAN	NAN	A375-siRNA-PCNA-48h	GPL570	NAN	-1	delta
3131	GSM782727	siRNA	NAN	NAN	A375-siRNA-PCNA-48h	GPL570	NAN	-1	quant_nes
3132	GSM782728	siRNA	NAN	NAN	A375-siRNA-PIAS1-48h	GPL570	NAN	-1	total_enrichment
3133	GSM782728	siRNA	NAN	NAN	A375-siRNA-PIAS1-48h	GPL570	NAN	-1	local_enrichment
3134	GSM782728	siRNA	NAN	NAN	A375-siRNA-PIAS1-48h	GPL570	NAN	-1	delta
3135	GSM782728	siRNA	NAN	NAN	A375-siRNA-PIAS1-48h	GPL570	NAN	-1	quant_nes
3136	GSM782729	siRNA	NAN	NAN	A375-siRNA-PIK3CB-48h	GPL570	NAN	-1	total_enrichment
3137	GSM782729	siRNA	NAN	NAN	A375-siRNA-PIK3CB-48h	GPL570	NAN	-1	local_enrichment
3138	GSM782729	siRNA	NAN	NAN	A375-siRNA-PIK3CB-48h	GPL570	NAN	-1	delta
3139	GSM782729	siRNA	NAN	NAN	A375-siRNA-PIK3CB-48h	GPL570	NAN	-1	quant_nes
3140	GSM782730	siRNA	NAN	NAN	A375-siRNA-RB1-48h	GPL570	NAN	-1	total_enrichment
3141	GSM782730	siRNA	NAN	NAN	A375-siRNA-RB1-48h	GPL570	NAN	-1	local_enrichment
3142	GSM782730	siRNA	NAN	NAN	A375-siRNA-RB1-48h	GPL570	NAN	-1	delta
3143	GSM782730	siRNA	NAN	NAN	A375-siRNA-RB1-48h	GPL570	NAN	-1	quant_nes
3144	GSM782731	siRNA	NAN	NAN	A375-siRNA-RBL2-48h	GPL570	NAN	-1	total_enrichment
3145	GSM782731	siRNA	NAN	NAN	A375-siRNA-RBL2-48h	GPL570	NAN	-1	local_enrichment
3146	GSM782731	siRNA	NAN	NAN	A375-siRNA-RBL2-48h	GPL570	NAN	-1	delta
3147	GSM782731	siRNA	NAN	NAN	A375-siRNA-RBL2-48h	GPL570	NAN	-1	quant_nes
3148	GSM782732	siRNA	NAN	NAN	A375-siRNA-RELA-48h	GPL570	NAN	-1	total_enrichment
3149	GSM782732	siRNA	NAN	NAN	A375-siRNA-RELA-48h	GPL570	NAN	-1	local_enrichment
3150	GSM782732	siRNA	NAN	NAN	A375-siRNA-RELA-48h	GPL570	NAN	-1	delta
3151	GSM782732	siRNA	NAN	NAN	A375-siRNA-RELA-48h	GPL570	NAN	-1	quant_nes
3152	GSM782733	siRNA	NAN	NAN	A375-siRNA-CONTROL1-48h	GPL570	NAN	-1	total_enrichment
3153	GSM782733	siRNA	NAN	NAN	A375-siRNA-CONTROL1-48h	GPL570	NAN	-1	local_enrichment
3154	GSM782733	siRNA	NAN	NAN	A375-siRNA-CONTROL1-48h	GPL570	NAN	-1	delta
3155	GSM782733	siRNA	NAN	NAN	A375-siRNA-CONTROL1-48h	GPL570	NAN	-1	quant_nes
3156	GSM782734	siRNA	NAN	NAN	A375-siRNA-CONTROL2-48h	GPL570	NAN	-1	total_enrichment
3157	GSM782734	siRNA	NAN	NAN	A375-siRNA-CONTROL2-48h	GPL570	NAN	-1	local_enrichment
3158	GSM782734	siRNA	NAN	NAN	A375-siRNA-CONTROL2-48h	GPL570	NAN	-1	delta
3159	GSM782734	siRNA	NAN	NAN	A375-siRNA-CONTROL2-48h	GPL570	NAN	-1	quant_nes
3160	GSM782735	siRNA	NAN	NAN	A375-siRNA-CONTORL3-48h	GPL570	NAN	-1	total_enrichment
3161	GSM782735	siRNA	NAN	NAN	A375-siRNA-CONTORL3-48h	GPL570	NAN	-1	local_enrichment
3162	GSM782735	siRNA	NAN	NAN	A375-siRNA-CONTORL3-48h	GPL570	NAN	-1	delta
3163	GSM782735	siRNA	NAN	NAN	A375-siRNA-CONTORL3-48h	GPL570	NAN	-1	quant_nes
3164	GSM782736	siRNA	NAN	NAN	A375-siRNA-SKP2-48h	GPL570	NAN	-1	total_enrichment
3165	GSM782736	siRNA	NAN	NAN	A375-siRNA-SKP2-48h	GPL570	NAN	-1	local_enrichment
3166	GSM782736	siRNA	NAN	NAN	A375-siRNA-SKP2-48h	GPL570	NAN	-1	delta
3167	GSM782736	siRNA	NAN	NAN	A375-siRNA-SKP2-48h	GPL570	NAN	-1	quant_nes
3168	GSM782737	siRNA	NAN	NAN	A375-siRNA-SP1-48h	GPL570	NAN	-1	total_enrichment
3169	GSM782737	siRNA	NAN	NAN	A375-siRNA-SP1-48h	GPL570	NAN	-1	local_enrichment
3170	GSM782737	siRNA	NAN	NAN	A375-siRNA-SP1-48h	GPL570	NAN	-1	delta
3171	GSM782737	siRNA	NAN	NAN	A375-siRNA-SP1-48h	GPL570	NAN	-1	quant_nes
3172	GSM782738	siRNA	NAN	NAN	A375-siRNA-SP100-48h	GPL570	NAN	-1	total_enrichment
3173	GSM782738	siRNA	NAN	NAN	A375-siRNA-SP100-48h	GPL570	NAN	-1	local_enrichment
3174	GSM782738	siRNA	NAN	NAN	A375-siRNA-SP100-48h	GPL570	NAN	-1	delta
3175	GSM782738	siRNA	NAN	NAN	A375-siRNA-SP100-48h	GPL570	NAN	-1	quant_nes
3176	GSM782739	siRNA	NAN	NAN	A375-siRNA-STAT1-48h	GPL570	NAN	-1	total_enrichment
3177	GSM782739	siRNA	NAN	NAN	A375-siRNA-STAT1-48h	GPL570	NAN	-1	local_enrichment
3178	GSM782739	siRNA	NAN	NAN	A375-siRNA-STAT1-48h	GPL570	NAN	-1	delta
3179	GSM782739	siRNA	NAN	NAN	A375-siRNA-STAT1-48h	GPL570	NAN	-1	quant_nes
3180	GSM782740	siRNA	NAN	NAN	A375-siRNA-STAT3-48h	GPL570	NAN	-1	total_enrichment
3181	GSM782740	siRNA	NAN	NAN	A375-siRNA-STAT3-48h	GPL570	NAN	-1	local_enrichment
3182	GSM782740	siRNA	NAN	NAN	A375-siRNA-STAT3-48h	GPL570	NAN	-1	delta
3183	GSM782740	siRNA	NAN	NAN	A375-siRNA-STAT3-48h	GPL570	NAN	-1	quant_nes
3184	GSM782741	siRNA	NAN	NAN	A375-siRNA-STAT6-48h	GPL570	NAN	-1	total_enrichment
3185	GSM782741	siRNA	NAN	NAN	A375-siRNA-STAT6-48h	GPL570	NAN	-1	local_enrichment
3186	GSM782741	siRNA	NAN	NAN	A375-siRNA-STAT6-48h	GPL570	NAN	-1	delta
3187	GSM782741	siRNA	NAN	NAN	A375-siRNA-STAT6-48h	GPL570	NAN	-1	quant_nes
3188	GSM782742	siRNA	NAN	NAN	A375-siRNA-TCEA1-48h	GPL570	NAN	-1	total_enrichment
3189	GSM782742	siRNA	NAN	NAN	A375-siRNA-TCEA1-48h	GPL570	NAN	-1	local_enrichment
3190	GSM782742	siRNA	NAN	NAN	A375-siRNA-TCEA1-48h	GPL570	NAN	-1	delta
3191	GSM782742	siRNA	NAN	NAN	A375-siRNA-TCEA1-48h	GPL570	NAN	-1	quant_nes
3192	GSM782743	siRNA	NAN	NAN	A375-siRNA-TP53-48h	GPL570	NAN	-1	total_enrichment
3193	GSM782743	siRNA	NAN	NAN	A375-siRNA-TP53-48h	GPL570	NAN	-1	local_enrichment
3194	GSM782743	siRNA	NAN	NAN	A375-siRNA-TP53-48h	GPL570	NAN	-1	delta
3195	GSM782743	siRNA	NAN	NAN	A375-siRNA-TP53-48h	GPL570	NAN	-1	quant_nes
3196	GSM2476181	Control	NAN	NAN	scramble-control-replicate-1-HCE-[siKLF7-undifferentiated]	GPL6244	NAN	1	total_enrichment
3197	GSM2476181	Control	NAN	NAN	scramble-control-replicate-1-HCE-[siKLF7-undifferentiated]	GPL6244	NAN	1	local_enrichment
3198	GSM2476181	Control	NAN	NAN	scramble-control-replicate-1-HCE-[siKLF7-undifferentiated]	GPL6244	NAN	1	delta
3199	GSM2476181	Control	NAN	NAN	scramble-control-replicate-1-HCE-[siKLF7-undifferentiated]	GPL6244	NAN	1	quant_nes
3200	GSM2476182	Control	NAN	NAN	scramble-control-replicate-2-HCE-[siKLF7-undifferentiated]	GPL6244	NAN	1	total_enrichment
3201	GSM2476182	Control	NAN	NAN	scramble-control-replicate-2-HCE-[siKLF7-undifferentiated]	GPL6244	NAN	1	local_enrichment
3202	GSM2476182	Control	NAN	NAN	scramble-control-replicate-2-HCE-[siKLF7-undifferentiated]	GPL6244	NAN	1	delta
3203	GSM2476182	Control	NAN	NAN	scramble-control-replicate-2-HCE-[siKLF7-undifferentiated]	GPL6244	NAN	1	quant_nes
3204	GSM1130657	Control	NAN	NAN	trophoblast-72h-control-siRNA-replicate-1	GPL10558	NAN	1	total_enrichment
3205	GSM1130657	Control	NAN	NAN	trophoblast-72h-control-siRNA-replicate-1	GPL10558	NAN	1	local_enrichment
3206	GSM1130657	Control	NAN	NAN	trophoblast-72h-control-siRNA-replicate-1	GPL10558	NAN	1	delta
3207	GSM1130657	Control	NAN	NAN	trophoblast-72h-control-siRNA-replicate-1	GPL10558	NAN	1	quant_nes
3208	GSM1130658	siRNA	NAN	NAN	trophoblast-72h-ERRG-siRNA-replicate-1	GPL10558	NAN	-1	total_enrichment
3209	GSM1130658	siRNA	NAN	NAN	trophoblast-72h-ERRG-siRNA-replicate-1	GPL10558	NAN	-1	local_enrichment
3210	GSM1130658	siRNA	NAN	NAN	trophoblast-72h-ERRG-siRNA-replicate-1	GPL10558	NAN	-1	delta
3211	GSM1130658	siRNA	NAN	NAN	trophoblast-72h-ERRG-siRNA-replicate-1	GPL10558	NAN	-1	quant_nes
3212	GSM1130660	Control	NAN	NAN	trophoblast-72h-control-siRNA-replicate-2	GPL10558	NAN	1	total_enrichment
3213	GSM1130660	Control	NAN	NAN	trophoblast-72h-control-siRNA-replicate-2	GPL10558	NAN	1	local_enrichment
3214	GSM1130660	Control	NAN	NAN	trophoblast-72h-control-siRNA-replicate-2	GPL10558	NAN	1	delta
3215	GSM1130660	Control	NAN	NAN	trophoblast-72h-control-siRNA-replicate-2	GPL10558	NAN	1	quant_nes
3216	GSM1130661	siRNA	NAN	NAN	trophoblast-72h-ERRG-siRNA-replicate-2	GPL10558	NAN	-1	total_enrichment
3217	GSM1130661	siRNA	NAN	NAN	trophoblast-72h-ERRG-siRNA-replicate-2	GPL10558	NAN	-1	local_enrichment
3218	GSM1130661	siRNA	NAN	NAN	trophoblast-72h-ERRG-siRNA-replicate-2	GPL10558	NAN	-1	delta
3219	GSM1130661	siRNA	NAN	NAN	trophoblast-72h-ERRG-siRNA-replicate-2	GPL10558	NAN	-1	quant_nes
3220	GSM1130663	Control	NAN	NAN	trophoblast-72h-control-siRNA-replicate-3	GPL10558	NAN	1	total_enrichment
3221	GSM1130663	Control	NAN	NAN	trophoblast-72h-control-siRNA-replicate-3	GPL10558	NAN	1	local_enrichment
3222	GSM1130663	Control	NAN	NAN	trophoblast-72h-control-siRNA-replicate-3	GPL10558	NAN	1	delta
3223	GSM1130663	Control	NAN	NAN	trophoblast-72h-control-siRNA-replicate-3	GPL10558	NAN	1	quant_nes
3224	GSM1130664	siRNA	NAN	NAN	trophoblast-72h-ERRG-siRNA-replicate-3	GPL10558	NAN	-1	total_enrichment
3225	GSM1130664	siRNA	NAN	NAN	trophoblast-72h-ERRG-siRNA-replicate-3	GPL10558	NAN	-1	local_enrichment
3226	GSM1130664	siRNA	NAN	NAN	trophoblast-72h-ERRG-siRNA-replicate-3	GPL10558	NAN	-1	delta
3227	GSM1130664	siRNA	NAN	NAN	trophoblast-72h-ERRG-siRNA-replicate-3	GPL10558	NAN	-1	quant_nes
3228	GSM1519538	Control	NAN	NAN	A673-siControl-rep1	GPL19264	c1	1	total_enrichment
3229	GSM1519538	Control	NAN	NAN	A673-siControl-rep1	GPL19264	c1	1	local_enrichment
3230	GSM1519538	Control	NAN	NAN	A673-siControl-rep1	GPL19264	c1	1	delta
3231	GSM1519538	Control	NAN	NAN	A673-siControl-rep1	GPL19264	c1	1	quant_nes
3232	GSM1519539	Control	NAN	NAN	A673-siControl-rep2	GPL19264	c2	1	total_enrichment
3233	GSM1519539	Control	NAN	NAN	A673-siControl-rep2	GPL19264	c2	1	local_enrichment
3234	GSM1519539	Control	NAN	NAN	A673-siControl-rep2	GPL19264	c2	1	delta
3235	GSM1519539	Control	NAN	NAN	A673-siControl-rep2	GPL19264	c2	1	quant_nes
3236	GSM1519543	Control	NAN	NAN	SK-N-MC-siControl-rep1	GPL19264	c1	1	total_enrichment
3237	GSM1519543	Control	NAN	NAN	SK-N-MC-siControl-rep1	GPL19264	c1	1	local_enrichment
3238	GSM1519543	Control	NAN	NAN	SK-N-MC-siControl-rep1	GPL19264	c1	1	delta
3239	GSM1519543	Control	NAN	NAN	SK-N-MC-siControl-rep1	GPL19264	c1	1	quant_nes
3240	GSM1519544	Control	NAN	NAN	SK-N-MC-siControl-rep2	GPL19264	c2	1	total_enrichment
3241	GSM1519544	Control	NAN	NAN	SK-N-MC-siControl-rep2	GPL19264	c2	1	local_enrichment
3242	GSM1519544	Control	NAN	NAN	SK-N-MC-siControl-rep2	GPL19264	c2	1	delta
3243	GSM1519544	Control	NAN	NAN	SK-N-MC-siControl-rep2	GPL19264	c2	1	quant_nes
3244	GSM2027280	siRNA	MTF1	Caco2	Low-Zinc-+-MTF1-siRNA-(rep1)	GPL10558	k1	-1	total_enrichment
3245	GSM2027280	siRNA	MTF1	Caco2	Low-Zinc-+-MTF1-siRNA-(rep1)	GPL10558	k1	-1	local_enrichment
3246	GSM2027280	siRNA	MTF1	Caco2	Low-Zinc-+-MTF1-siRNA-(rep1)	GPL10558	k1	-1	delta
3247	GSM2027280	siRNA	MTF1	Caco2	Low-Zinc-+-MTF1-siRNA-(rep1)	GPL10558	k1	-1	quant_nes
3248	GSM2027281	siRNA	MTF1	Caco2	Low-Zinc-+-MTF1-siRNA-(rep2)	GPL10558	k2	-1	total_enrichment
3249	GSM2027281	siRNA	MTF1	Caco2	Low-Zinc-+-MTF1-siRNA-(rep2)	GPL10558	k2	-1	local_enrichment
3250	GSM2027281	siRNA	MTF1	Caco2	Low-Zinc-+-MTF1-siRNA-(rep2)	GPL10558	k2	-1	delta
3251	GSM2027281	siRNA	MTF1	Caco2	Low-Zinc-+-MTF1-siRNA-(rep2)	GPL10558	k2	-1	quant_nes
3252	GSM2027282	siRNA	MTF1	Caco2	Low-Zinc-+-MTF1-siRNA-(rep3)	GPL10558	k3	-1	total_enrichment
3253	GSM2027282	siRNA	MTF1	Caco2	Low-Zinc-+-MTF1-siRNA-(rep3)	GPL10558	k3	-1	local_enrichment
